timestamp,acc_x,acc_y,acc_z,rot_x,rot_y,rot_z,qfe,temp,Unnamed: 10
7111706,-0.02,-0.02,1.19,0.73,0.31,3.36,981.84,22.12,
7111744,-0.04,-0.01,1.14,0.55,0.06,3.72,981.81,22.13,
7111783,-0.03,-0.0,1.22,0.98,-0.43,3.72,981.76,22.12,
7111821,-0.02,-0.03,1.2,1.04,0.43,3.78,981.75,22.13,
7111871,-0.02,-0.02,1.24,1.95,0.18,3.78,981.88,22.11,
7111909,-0.02,-0.02,1.15,2.08,0.85,3.85,981.84,22.12,
7111947,-0.03,-0.02,1.2,3.11,0.24,3.42,981.86,22.12,
7111986,-0.02,-0.05,1.12,3.11,2.32,3.78,981.89,22.12,
7112024,-0.0,-0.01,1.14,4.27,1.16,3.54,982.01,22.12,
7112062,-0.02,-0.04,1.11,4.88,3.17,3.72,982.01,22.12,
7112100,-0.02,-0.05,1.0,4.88,2.93,3.72,982.07,22.14,
7112139,-0.02,-0.04,1.08,5.37,2.2,3.48,982.05,22.12,
7112177,-0.01,-0.06,0.97,4.7,4.09,3.42,982.03,22.13,
7112227,-0.01,-0.03,0.93,4.39,4.03,2.99,982.05,22.12,
7112265,0.02,-0.05,0.92,4.15,4.52,3.17,982.12,22.12,
7112304,0.0,-0.06,0.86,3.97,3.97,2.99,982.14,22.12,
7112342,0.01,-0.04,0.88,3.85,3.85,2.81,982.15,22.13,
7112380,0.01,-0.05,0.92,3.85,3.78,2.75,982.06,22.13,
7112418,0.01,-0.05,0.92,3.54,2.26,2.5,982.09,22.13,
7112457,-0.0,-0.05,0.96,3.54,2.01,2.38,982.09,22.13,
7112495,0.01,-0.06,0.94,3.3,3.3,2.2,982.12,22.13,
7112533,0.03,-0.04,0.97,3.54,2.38,1.83,982.04,22.13,
7112571,0.01,-0.02,0.93,3.54,2.44,1.89,981.96,22.13,
7112621,0.02,-0.05,0.88,3.85,2.32,1.77,982.03,22.12,
7112660,0.01,-0.06,0.86,3.78,2.93,1.34,982.18,22.14,
7112698,0.0,-0.07,0.81,4.33,2.5,1.34,982.28,22.14,
7112736,0.0,-0.06,0.75,4.46,2.93,0.98,982.28,22.13,
7112774,0.03,-0.03,0.77,4.94,2.44,0.79,982.24,22.14,
7112813,0.02,-0.07,0.78,5.0,3.48,0.79,982.26,22.14,
7112851,-0.0,-0.07,0.76,4.82,2.99,0.43,982.25,22.14,
7112889,-0.0,-0.06,0.81,5.0,3.6,0.61,982.28,22.15,
7112927,0.02,-0.06,0.75,3.91,5.07,0.37,982.23,22.13,
7112966,-0.01,-0.05,0.82,3.97,4.21,0.18,982.18,22.14,
7113016,-0.0,-0.05,0.83,2.99,5.0,0.24,982.25,22.13,
7113054,0.03,-0.05,0.82,2.81,5.8,0.06,982.19,22.14,
7113092,0.0,-0.04,0.82,2.44,6.47,0.12,982.23,22.14,
7113130,-0.01,-0.03,0.91,1.83,6.47,0.24,982.14,22.14,
7113169,-0.01,-0.06,0.91,2.14,6.71,0.06,982.11,22.14,
7113207,0.0,-0.05,0.89,1.83,7.02,-0.12,982.09,22.14,
7113245,0.01,-0.04,0.96,2.44,6.84,0.0,982.08,22.14,
7113283,-0.01,-0.05,0.83,1.89,7.75,0.06,982.04,22.15,
7113322,0.0,-0.02,0.95,2.56,6.41,-0.18,982.06,22.15,
7113360,0.01,-0.05,0.96,2.5,9.03,-0.24,982.09,22.15,
7113436,-0.03,-0.03,0.98,3.54,6.04,-0.18,982.05,22.12,
7113474,-0.02,-0.02,0.93,3.05,7.39,-0.12,982.07,22.13,
7113512,-0.02,-0.02,1.0,4.15,5.43,-0.06,982.04,22.13,
7113602,-0.01,-0.04,0.9,3.85,3.48,0.18,982.02,22.09,
7113641,-0.02,-0.05,0.8,2.62,4.21,0.18,982.06,22.11,
7113679,-0.0,-0.03,0.88,2.75,1.83,0.31,982.09,22.12,
7113717,0.01,-0.05,0.8,1.83,2.01,0.18,982.07,22.13,
7113755,-0.01,-0.03,0.85,1.1,1.4,0.12,982.06,22.13,
7113794,-0.0,-0.04,0.85,0.92,2.2,0.49,982.04,22.12,
7113844,0.01,-0.02,0.95,0.06,2.26,0.0,982.12,22.12,
7113882,-0.02,-0.04,0.95,-0.31,2.93,-0.06,982.08,22.14,
7113920,-0.01,-0.04,0.97,-0.98,3.6,-0.18,981.98,22.13,
7113958,0.01,-0.05,0.95,-1.46,4.88,-0.24,981.97,22.13,
7113997,-0.01,-0.01,0.97,-1.83,4.39,-0.31,981.89,22.13,
7114035,-0.01,-0.01,0.99,-2.01,5.07,-0.24,981.63,22.11,
7114073,0.01,-0.0,1.07,-2.2,4.88,-0.49,981.52,22.13,
7114111,0.01,-0.02,1.11,-1.65,5.25,-0.67,981.25,22.14,
7114150,-0.03,-0.02,1.1,-1.89,5.55,-0.31,981.16,22.14,
7114188,-0.01,0.01,1.2,-1.22,5.19,-0.61,981.09,22.15,
7114238,-0.03,0.01,1.16,-0.85,6.29,-0.67,981.07,22.12,
7114276,-0.02,0.0,1.16,-0.67,6.23,-0.55,981.04,22.13,
7114314,-0.02,-0.0,1.18,-0.06,6.9,-0.49,981.1,22.13,
7114353,-0.01,0.01,1.13,0.55,6.65,-0.43,981.08,22.14,
7114391,-0.03,0.01,1.13,1.65,5.8,-0.55,980.98,22.14,
7114429,-0.01,-0.0,1.1,2.14,6.9,-0.61,981.01,22.14,
7114467,-0.01,-0.0,1.09,2.62,7.14,-0.73,981.01,22.15,
7114506,-0.03,-0.0,1.08,2.93,7.81,-0.37,980.93,22.13,
7114544,-0.02,-0.01,1.07,3.17,7.75,-0.49,980.98,22.15,
7114594,-0.02,0.02,1.16,3.42,6.9,-0.73,980.95,22.13,
7114632,-0.02,-0.0,1.08,2.87,8.3,-0.55,980.92,22.13,
7114670,-0.01,-0.01,1.09,2.93,7.51,-0.67,980.96,22.13,
7114709,-0.05,-0.01,1.06,2.26,8.61,-0.92,980.98,22.14,
7114747,-0.04,-0.0,1.09,2.32,8.18,-0.49,981.07,22.14,
7114785,-0.02,-0.0,1.06,2.32,7.93,-0.79,981.07,22.15,
7114823,-0.02,-0.0,1.04,2.2,6.77,-0.85,981.09,22.13,
7114862,-0.02,-0.01,1.05,1.71,7.2,-0.37,981.02,22.15,
7114900,-0.02,-0.02,1.0,1.16,6.23,-0.31,981.04,22.14,
7114938,-0.03,-0.02,1.01,1.34,4.7,-0.12,981.04,22.14,
7114988,-0.0,-0.02,0.9,0.24,2.26,0.0,981.07,22.14,
7115026,-0.01,-0.02,0.91,0.55,1.53,0.0,981.05,22.14,
7115064,0.01,-0.03,0.95,0.18,0.98,-0.31,981.05,22.16,
7115103,-0.02,-0.02,0.99,-0.12,0.12,-0.24,981.06,22.15,
7115141,-0.02,-0.0,1.05,0.18,-0.67,-0.12,981.08,22.14,
7115179,-0.05,-0.01,1.06,0.61,-0.31,-0.06,981.08,22.15,
7115217,-0.03,-0.03,1.0,0.73,0.49,-0.43,981.03,22.15,
7115256,-0.05,-0.02,1.0,1.53,-0.18,-0.55,981.06,22.14,
7115294,-0.04,-0.03,0.92,1.04,0.67,-0.37,981.0,22.15,
7115344,-0.0,-0.0,1.01,1.46,0.12,-0.31,980.87,22.14,
7115382,-0.04,-0.02,0.98,0.24,0.79,-0.37,980.99,22.15,
7115420,-0.04,-0.01,1.04,0.49,-0.37,-0.31,980.92,22.15,
7115459,-0.06,-0.0,1.06,0.24,1.22,-0.31,980.92,22.15,
7115497,-0.05,-0.02,1.05,0.49,0.31,-0.24,980.89,22.15,
7115535,-0.05,0.0,1.01,0.12,0.67,-0.12,980.95,22.15,
7115573,-0.04,-0.01,1.02,0.37,0.98,0.0,981.02,22.15,
7115612,-0.02,0.0,0.99,0.0,1.46,0.31,981.04,22.15,
7115650,-0.02,0.0,1.09,0.12,0.0,0.37,981.07,22.15,
7115688,-0.06,-0.02,1.0,-0.43,1.28,0.37,981.15,22.15,
7115738,-0.03,0.0,1.09,0.67,0.49,0.37,981.16,22.14,
7115776,-0.02,-0.01,1.04,0.55,1.95,0.06,981.26,22.13,
7115814,-0.03,0.0,1.0,0.73,-0.24,0.43,981.34,22.14,
7115853,-0.04,-0.0,1.01,1.53,1.53,0.49,981.42,22.14,
7115891,-0.03,-0.01,0.96,1.04,2.2,0.37,981.57,22.13,
7115929,-0.03,-0.01,1.0,1.4,1.22,0.31,981.69,22.15,
7115967,-0.03,-0.01,0.98,0.92,1.46,0.31,981.87,22.14,
7116006,-0.05,-0.01,1.05,1.4,1.34,0.37,981.99,22.15,
7116044,-0.02,-0.03,1.06,0.98,1.71,0.43,982.22,22.13,
7116082,-0.02,-0.03,1.05,1.16,1.65,0.31,982.34,22.14,
7116132,-0.02,-0.02,0.98,1.16,2.38,0.43,982.49,22.13,
7116170,-0.02,-0.03,0.99,1.46,2.2,0.31,982.43,22.14,
7116209,-0.03,-0.03,0.91,1.1,2.81,0.18,982.41,22.13,
7116247,-0.05,-0.04,0.93,1.4,4.21,0.24,982.54,22.14,
7116285,-0.01,-0.04,0.95,1.1,4.58,0.18,982.54,22.14,
7116323,-0.03,-0.04,0.96,1.22,3.91,0.06,982.53,22.14,
7116362,-0.03,-0.04,0.88,0.49,5.74,0.06,982.65,22.14,
7116400,-0.03,-0.03,0.89,0.49,4.94,0.06,982.84,22.15,
7116438,-0.03,-0.03,0.92,1.1,4.52,0.31,982.96,22.14,
7116514,-0.02,-0.03,0.94,0.67,3.36,0.24,982.9,22.11,
7116552,-0.01,-0.04,0.9,0.06,4.52,0.31,982.95,22.13,
7116591,-0.01,-0.02,0.93,-0.18,1.46,0.49,982.97,22.13,
7116681,-0.02,-0.02,1.01,-0.61,1.77,0.43,982.94,22.1,
7116719,0.0,-0.01,1.01,-1.04,1.53,0.43,983.03,22.12,
7116757,-0.04,0.01,1.07,0.06,0.73,0.43,983.08,22.13,
7116795,-0.05,-0.04,1.03,-0.06,2.08,0.43,983.06,22.13,
7116834,0.01,-0.01,1.14,0.73,2.01,0.12,983.08,22.13,
7116872,-0.03,-0.03,1.07,0.55,3.11,0.43,983.08,22.13,
7116910,-0.06,-0.01,0.94,0.79,2.99,0.37,983.22,22.13,
7116960,-0.02,-0.03,0.96,1.22,4.21,-0.06,983.22,22.13,
7116998,0.0,-0.03,0.96,1.46,2.69,0.0,983.19,22.13,
7117037,0.01,-0.03,1.0,1.4,2.38,0.06,983.18,22.14,
7117075,-0.02,-0.01,0.97,0.98,3.72,0.0,983.15,22.13,
7117113,-0.04,-0.01,1.03,1.77,2.44,0.12,983.13,22.14,
7117151,-0.04,-0.04,0.99,1.04,3.3,0.0,983.1,22.14,
7117190,-0.05,-0.05,0.96,0.85,2.69,0.0,983.07,22.14,
7117228,-0.05,-0.03,0.88,-0.24,3.72,0.06,983.11,22.13,
7117266,-0.02,0.0,0.93,-0.49,2.32,-0.37,983.17,22.13,
7117304,-0.03,-0.03,0.96,-0.37,2.5,-0.18,983.17,22.15,
7117354,-0.04,-0.0,1.01,-1.1,1.71,0.06,983.07,22.12,
7117393,-0.07,-0.0,1.08,-1.22,2.69,0.06,983.07,22.14,
7117431,-0.05,-0.0,1.06,-1.46,2.32,0.06,982.96,22.14,
7117469,-0.04,0.05,1.15,-1.16,0.85,0.06,983.05,22.13,
7117507,-0.04,-0.01,1.11,-1.22,2.69,0.18,983.15,22.15,
7117546,-0.07,0.01,1.08,-1.1,1.53,0.18,983.17,22.14,
7117584,-0.05,0.02,1.16,-0.92,1.89,0.24,983.17,22.13,
7117622,-0.04,0.02,1.1,-1.04,1.59,0.37,982.99,22.14,
7117660,-0.06,0.01,1.09,-0.49,1.77,0.61,983.0,22.13,
7117710,-0.06,0.01,1.06,-0.37,2.5,0.67,983.06,22.12,
7117749,-0.04,0.01,1.03,-0.06,2.26,0.55,983.13,22.13,
7117787,-0.04,0.01,1.03,0.43,2.62,0.79,983.06,22.13,
7117825,-0.03,0.01,1.07,1.04,2.44,0.98,983.14,22.13,
7117863,-0.04,0.01,0.98,1.1,3.23,0.98,983.18,22.14,
7117902,-0.08,-0.01,1.02,1.83,2.56,1.04,983.1,22.14,
7117940,-0.05,-0.02,0.96,2.26,3.54,1.34,983.25,22.14,
7117978,-0.05,-0.02,0.94,2.56,2.56,1.28,983.23,22.14,
7118016,-0.05,0.01,0.87,2.62,2.75,1.65,983.18,22.14,
7118055,-0.05,-0.01,0.85,2.62,1.89,1.71,983.18,22.13,
7118105,-0.04,-0.02,0.9,2.32,1.71,2.14,983.12,22.12,
7118143,-0.05,0.01,0.95,1.95,0.92,2.26,983.13,22.13,
7118181,-0.05,-0.01,0.95,1.65,1.22,2.38,983.12,22.13,
7118219,-0.05,0.0,0.96,0.73,1.34,2.5,983.14,22.13,
7118258,-0.05,0.0,0.97,0.55,1.04,2.62,983.04,22.13,
7118296,-0.04,-0.0,0.88,-0.55,1.89,2.87,983.14,22.13,
7118334,-0.02,0.03,0.94,-0.06,1.04,2.62,983.07,22.14,
7118372,-0.05,0.01,0.95,-0.67,1.59,2.81,983.12,22.14,
7118411,-0.01,0.02,0.98,-1.04,1.1,2.87,983.19,22.14,
7118461,-0.05,0.01,0.97,-1.04,1.1,2.81,983.16,22.12,
7118499,-0.02,0.03,1.02,-1.04,1.46,2.93,982.93,22.13,
7118537,0.0,0.03,1.0,-1.34,1.59,2.93,982.97,22.13,
7118575,-0.04,0.05,1.01,-1.22,0.55,3.05,982.89,22.14,
7118614,-0.03,0.05,0.96,-1.22,0.92,3.05,982.94,22.12,
7118652,0.0,0.02,0.96,-1.53,1.22,2.44,982.86,22.14,
7118690,-0.02,0.02,0.97,-2.32,0.92,2.56,983.0,22.13,
7118728,-0.03,0.02,1.0,-1.95,0.55,2.5,982.88,22.13,
7118767,-0.0,0.04,1.01,-2.26,1.71,2.01,982.91,22.14,
7118805,-0.01,0.05,1.0,-2.26,1.16,1.83,982.86,22.14,
7118855,-0.04,0.04,1.0,-2.26,1.53,2.08,982.78,22.12,
7118893,-0.03,0.05,0.98,-2.69,2.26,1.77,982.76,22.13,
7118931,-0.03,0.07,1.01,-2.81,2.75,1.65,982.69,22.13,
7118970,-0.01,0.07,0.98,-3.05,1.34,1.83,982.65,22.14,
7119008,-0.02,0.07,1.12,-2.62,-0.12,1.89,982.66,22.14,
7119046,-0.01,0.07,1.05,-3.42,0.73,1.65,982.69,22.13,
7119084,-0.02,0.09,1.13,-2.62,0.43,1.77,982.65,22.13,
7119123,-0.02,0.08,1.1,-2.62,0.06,1.77,982.59,22.13,
7119161,-0.02,0.1,1.13,-2.01,-1.16,1.59,982.55,22.13,
7119199,-0.03,0.06,1.01,-2.14,0.43,1.34,982.52,22.13,
7119249,-0.02,0.09,1.07,-1.4,-0.73,1.22,982.38,22.12,
7119287,-0.02,0.09,1.03,-1.46,0.12,1.22,982.46,22.13,
7119326,-0.02,0.09,1.04,-1.16,-1.53,1.16,982.54,22.13,
7119364,-0.03,0.08,1.08,-0.43,-0.98,1.22,982.48,22.13,
7119402,-0.03,0.07,1.03,0.0,-0.49,1.16,982.6,22.13,
7119440,-0.04,0.07,1.08,1.16,-0.85,0.85,982.68,22.13,
7119479,-0.02,0.08,0.96,1.04,-0.06,0.98,982.57,22.14,
7119517,-0.03,0.09,1.05,2.08,-0.61,0.55,982.41,22.14,
7119555,0.0,0.09,0.98,1.34,0.55,0.73,982.24,22.13,
7119631,-0.04,0.06,0.98,1.4,1.4,0.61,982.07,22.1,
7119669,-0.02,0.1,1.04,1.46,-0.12,0.49,982.09,22.13,
7119707,-0.03,0.12,1.13,1.95,-0.06,0.49,981.97,22.11,
7119797,-0.03,0.09,1.04,0.37,2.26,0.31,981.95,22.09,
7119836,-0.02,0.09,1.03,0.12,2.44,0.37,981.95,22.12,
7119874,-0.01,0.07,1.06,0.0,3.54,0.31,981.98,22.11,
7119912,-0.05,0.04,1.09,0.31,3.36,0.49,982.06,22.12,
7119950,0.01,0.12,1.5,5.49,0.31,0.06,982.08,22.1,
7119989,0.01,0.21,1.23,5.19,9.16,0.18,982.03,22.12,
7120027,0.01,0.06,0.82,8.97,7.81,0.37,981.97,22.13,
7120077,-0.04,0.11,0.98,10.74,3.11,0.06,981.88,22.11,
7120115,-0.02,0.05,0.88,8.06,7.45,0.37,981.88,22.12,
7120153,-0.06,-0.01,0.92,8.18,5.37,0.79,981.86,22.12,
7120192,-0.06,0.03,0.93,7.69,4.7,0.61,981.91,22.13,
7120230,-0.06,0.07,0.94,5.55,5.68,0.79,981.87,22.12,
7120268,-0.01,0.09,0.93,5.25,5.25,1.22,981.87,22.13,
7120306,-0.04,0.06,0.94,4.46,4.7,1.34,981.86,22.13,
7120344,-0.01,0.04,0.94,4.09,5.0,1.46,982.0,22.14,
7120383,-0.04,0.06,0.95,3.11,5.86,1.65,981.95,22.13,
7120421,0.05,0.09,1.11,5.07,5.55,1.46,981.9,22.14,
7120471,0.01,0.03,1.16,9.52,4.52,1.89,981.92,22.11,
7120509,-0.17,-0.3,1.26,15.2,2.38,1.77,981.98,22.13,
7120547,-0.1,-0.35,1.5,16.17,-2.01,1.77,982.02,22.14,
7120586,-0.26,-0.22,1.15,14.89,1.46,2.38,981.92,22.14,
7120624,-0.19,-0.21,1.67,10.5,-3.85,2.01,981.94,22.14,
7120662,0.31,-0.14,0.46,14.53,9.03,3.3,981.85,22.14,
7120700,0.02,0.18,0.94,8.12,-5.55,2.08,981.85,22.15,
7120739,-0.05,-0.15,0.53,11.6,8.3,2.81,981.78,22.14,
7120777,0.19,0.11,0.91,7.39,-7.32,2.62,981.73,22.14,
7120815,0.08,0.12,0.75,7.63,7.14,2.81,981.69,22.14,
7120865,0.17,0.11,1.47,8.48,-1.16,2.26,981.73,22.13,
7120903,-0.03,-0.1,0.72,-4.58,10.86,2.75,981.72,22.13,
7120942,-0.02,-0.06,1.04,-0.79,1.34,2.2,981.73,22.14,
7120980,0.14,-0.06,1.11,6.77,1.59,1.59,981.75,22.14,
7121018,0.06,0.0,0.57,-10.31,5.62,1.16,981.65,22.14,
7121056,0.05,0.24,1.57,0.18,-11.47,1.77,981.76,22.14,
7121095,0.1,0.15,0.95,-9.64,3.36,1.1,981.71,22.13,
7121133,0.05,-0.03,1.3,1.4,-5.98,1.4,981.62,22.13,
7121171,-0.08,-0.14,0.56,-10.38,3.11,1.1,981.82,22.12,
7121221,-0.14,-0.08,1.13,4.03,-0.49,1.59,981.7,22.12,
7121259,0.06,-0.08,0.72,-3.54,-0.85,0.67,981.73,22.12,
7121298,0.02,0.06,0.73,-6.23,2.38,0.79,981.69,22.11,
7121336,0.1,-0.09,0.93,3.78,-0.24,0.92,981.7,22.12,
7121374,-0.04,-0.08,1.07,-4.09,1.89,0.92,981.78,22.13,
7121412,-0.02,0.03,1.91,2.44,-4.46,0.85,981.73,22.13,
7121451,0.03,0.19,1.54,-15.44,6.04,-0.06,981.79,22.13,
7121489,0.02,0.08,1.33,-0.06,-2.38,0.55,981.68,22.13,
7121527,0.15,0.05,0.59,-4.03,3.36,0.67,981.68,22.13,
7121565,-0.03,-0.04,0.8,0.06,-2.5,0.37,981.75,22.12,
7121615,-0.03,-0.01,0.68,-4.7,4.94,1.04,981.79,22.12,
7121654,-0.06,-0.06,0.88,0.0,0.61,0.61,981.77,22.12,
7121692,-0.06,-0.15,1.1,-1.89,1.71,0.61,981.73,22.13,
7121730,0.01,-0.33,0.73,0.61,10.13,1.04,981.77,22.13,
7121768,-0.07,-0.01,1.58,3.72,-4.64,0.37,981.63,22.13,
7121807,0.1,-0.12,0.61,-7.45,15.75,1.34,981.75,22.13,
7121845,-0.01,0.08,1.29,1.22,-1.65,0.43,981.68,22.13,
7121883,0.07,-0.01,0.6,-10.56,12.94,0.73,981.65,22.13,
7121921,0.02,0.07,1.09,-1.46,-0.49,0.31,981.73,22.15,
7121960,-0.02,0.01,0.85,-4.88,9.83,1.04,981.74,22.13,
7122010,-0.1,0.02,1.24,2.44,-4.52,0.79,981.84,22.13,
7122048,-0.06,0.13,1.15,3.42,4.76,1.34,981.78,22.14,
7122086,0.05,-0.0,0.96,6.29,-0.73,1.04,981.82,22.14,
7122124,-0.02,0.03,0.82,3.42,2.87,1.46,981.81,22.13,
7122163,-0.04,0.13,0.98,6.16,-2.38,1.59,981.81,22.14,
7122201,-0.02,0.0,0.93,5.13,2.81,1.46,981.78,22.14,
7122239,-0.1,-0.07,1.04,4.09,0.0,1.53,981.83,22.14,
7122277,-0.13,0.04,1.79,4.46,2.62,1.71,981.82,22.14,
7122316,-0.03,-0.14,1.4,1.22,-1.04,1.71,981.86,22.14,
7122366,-0.09,-0.1,0.62,3.6,10.38,2.32,981.84,22.14,
7122404,-0.08,0.11,1.02,14.04,-10.93,1.71,981.72,22.14,
7122442,0.14,-0.1,0.95,-3.17,9.28,1.46,981.89,22.15,
7122480,-0.14,-0.16,1.32,6.96,4.27,1.71,981.93,22.13,
7122519,-0.0,-0.08,1.4,8.12,-0.98,2.26,981.83,22.15,
7122557,0.11,-0.19,0.79,-1.22,6.16,1.46,981.7,22.15,
7122595,-0.01,-0.13,0.91,3.17,2.5,1.83,981.6,22.14,
7122633,-0.08,0.01,0.58,14.22,-2.69,1.95,981.62,22.14,
7122672,-0.05,-0.19,0.47,10.8,5.49,2.08,981.57,22.15,
7122710,-0.18,0.01,0.81,6.41,-4.64,1.77,981.64,22.15,
7122786,-0.06,-0.04,1.27,3.97,5.31,2.01,981.63,22.13,
7122824,-0.1,0.1,1.69,9.16,-8.0,1.89,981.7,22.13,
7122862,-0.08,-0.07,0.96,8.36,6.84,2.5,981.59,22.14,
7122952,0.02,-0.04,-0.11,1.53,13.0,2.2,981.64,22.09,
7122991,-0.12,0.02,0.91,0.73,2.14,1.83,981.58,22.11,
7123029,0.02,-0.06,0.42,-5.68,15.69,1.34,981.62,22.12,
7123067,0.03,0.1,0.62,-0.12,2.08,1.89,981.56,22.11,
7123105,-0.03,-0.11,0.65,5.07,10.19,1.71,981.49,22.13,
7123144,-0.01,0.05,0.69,-6.53,5.25,1.65,981.48,22.13,
7123194,-0.01,-0.02,1.33,8.73,1.59,1.22,981.69,22.13,
7123232,0.12,-0.09,1.16,-10.56,12.7,1.16,981.73,22.13,
7123270,-0.08,-0.2,2.34,11.6,2.38,0.73,981.76,22.12,
7123308,0.19,-0.19,0.6,-13.79,19.1,0.61,981.76,22.13,
7123347,-0.01,0.12,1.63,4.7,-8.73,1.71,981.57,22.13,
7123385,0.06,-0.18,0.39,-2.32,13.24,0.55,981.56,22.14,
7123423,-0.04,-0.08,0.96,5.68,-8.0,1.22,981.5,22.14,
7123461,-0.07,-0.01,0.86,7.81,12.94,0.79,981.59,22.14,
7123500,-0.11,0.05,1.47,-1.04,-9.46,1.1,981.6,22.14,
7123538,-0.11,-0.2,1.11,5.37,10.01,1.28,981.57,22.15,
7123588,-0.0,-0.05,0.56,4.09,4.15,0.73,981.65,22.13,
7123626,-0.0,-0.03,0.94,10.68,5.62,1.1,981.52,22.13,
7123664,0.03,-0.08,0.04,-23.38,7.14,0.0,981.53,22.14,
7123703,-0.17,-0.17,0.37,15.93,-9.28,1.77,981.63,22.14,
7123741,-0.13,0.11,0.18,-22.34,15.14,0.92,981.75,22.14,
7123779,-0.31,-0.33,0.04,32.04,-21.3,3.3,981.95,22.14,
7123817,0.23,0.12,1.94,-29.48,17.4,0.55,981.97,22.14,
7123856,-0.27,-0.07,1.26,5.19,-16.36,3.91,982.11,22.15,
7123894,-0.04,0.27,0.42,-8.12,16.11,1.65,982.16,22.15,
7123944,0.01,-0.11,1.03,-15.75,0.18,3.78,982.38,22.14,
7123982,-0.01,0.05,1.21,-10.19,12.21,-1.46,982.69,22.14,
7124020,-0.05,-0.09,0.68,0.31,-3.6,2.38,982.8,22.14,
7124059,0.05,-0.01,0.59,4.27,12.76,0.79,982.8,22.15,
7124097,-0.09,-0.05,1.42,-3.17,-4.58,1.71,982.82,22.15,
7124135,-0.03,-0.13,1.16,0.98,0.79,1.22,982.7,22.14,
7124173,0.1,-0.06,0.59,12.21,8.3,2.08,982.78,22.16,
7124212,-0.04,-0.01,1.1,7.87,0.0,1.34,982.74,22.15,
7124250,0.12,-0.07,0.95,-0.73,6.04,1.22,982.71,22.16,
7124288,0.04,-0.35,0.6,5.62,4.7,2.01,982.69,22.13,
7124338,0.28,-0.09,1.16,3.11,2.56,1.59,982.57,22.15,
7124376,-0.11,-0.46,1.63,-3.72,4.52,1.65,982.72,22.15,
7124415,-0.18,-0.29,0.87,21.61,-0.67,2.32,982.67,22.15,
7124453,0.11,0.16,1.93,-25.76,10.13,0.24,982.79,22.15,
7124491,-0.15,-0.17,1.29,-0.31,10.01,1.83,982.84,22.15,
7124529,-0.09,-0.19,1.01,9.46,-0.55,0.55,982.69,22.16,
7124568,0.03,0.19,0.78,6.29,-7.87,0.73,982.66,22.14,
7124606,-0.1,-0.18,0.5,-6.53,3.23,0.85,982.71,22.15,
7124644,-0.19,-0.05,0.88,0.61,-3.54,1.1,982.81,22.15,
7124694,-0.11,-0.01,0.98,-0.18,-0.79,1.16,982.75,22.14,
7124732,-0.09,-0.06,0.94,8.42,1.28,1.04,982.8,22.15,
7124771,0.01,0.13,0.68,3.91,0.18,1.4,982.8,22.15,
7124809,-0.06,-0.22,0.93,19.17,9.46,1.77,982.76,22.16,
7124847,0.01,-0.05,0.66,-9.89,11.23,1.46,982.67,22.15,
